what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1420620652203
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1420620654742
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1420620655056
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1420621288977
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420621293560
started,bundle,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui",1420621301078
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420621301778
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.rename.element",1420621301811
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1420621304744
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420621309392
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420621350862
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1420621364890
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1420621367801
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1420621377241
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1420621381109
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1420621391702
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1420621396151
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1420621474850
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1420621475094
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1420621475122
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1420621771772
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420621781655
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420621916550
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420621919924
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420621946512
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420621951429
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420621952713
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1420621967727
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1420621973611
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420621990187
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420621995322
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1420621995631
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1420622002221
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1420622005957
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420622030277
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420622055952
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420622078924
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420622085152
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1420622090695
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420622096609
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420622143505
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1420622145731
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1420622146055
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1420622166813
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420622167814
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420622173276
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1420622173670
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1420622176581
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1420622179751
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1420622182215
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420622183440
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420622184396
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1420622196504
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1420622218110
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1420622254351
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420622258316
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420622277500
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1420622282965
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1420622285050
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1420622289215
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420622290524
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420622311903
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1420622312259
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1420622315066
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1420622317273
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420622319240
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420622337580
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1420622338419
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1420622343422
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1420622344922
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1420622350618
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420622353870
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420622362556
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420622369393
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420622369471
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420622369974
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420622374977
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1420622427204
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1420622427519
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1420622507961
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1420622515122
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1420622517615
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1420622524861
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420622525980
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420622528078
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1420622528167
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1420622532655
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1420622532656
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1420622534747
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1420622539018
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1420622539294
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1420622539330
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420622543368
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420622547494
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420622548121
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1420622549549
